course_number|course_subject|course_name|course_desc|course_link
806|ECON|Doctoral Research Seminar (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-phd.html
807|ECON|Doctoral Thesis (48 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-phd.html
814|ECON|Workshop in Advanced Economic Theory|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-phd.html
817|ECON|Advanced Macro Theory|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-phd.html
610-619|ECON|Economic Theory|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-phd.html
620-629|ECON|Economic Development and Planning|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
640-645|ECON|Financial Economics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
656-658|ECON|Public Economics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
660-669|ECON|International Economics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
670-674|ECON|Industrial Economics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
690-693|ECON|Mathematical Economics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
618|ECON|Monetary Economics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
619|ECON|Political Economy|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
620|ECON|Development Planning I|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
621|ECON|Development Planning II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
622|ECON|Economic Development|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
623|ECON|Growth and Development|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
624|ECON|Topics in Economic Development|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
642|ECON|Financial Economics I|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
643|ECON|Financial Economics II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
656|ECON|Public Finance: Expenditure|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
657|ECON|Public Finance: Taxation|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
661|ECON|International Trade|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
662|ECON|International Monetary Economics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
673|ECON|Industrial Organization|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
674|ECON|Economics of Regulation|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
690|ECON|Mathematical Economics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
695|ECON|Seminar in a Special Topic|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
703|ECON|Masterâ€™s Research Paper (21 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-ma.html
503|ECON|Advanced Macroeconomic Theory|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
509|ECON|History of Economic Thought I|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
510|ECON|History of Economic Thought II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
513|ECON|Economic Growth and Fluctuations|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
514|ECON|Economic Development: Policy Analysis|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
525|ECON|Mathematics for Advanced Study in Economics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
532|ECON|Monetary Theory|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
533|ECON|Financial Economics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
536|ECON|Economics of Taxation|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
537|ECON|Economics of Public Expenditure|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
542|ECON|International Economics: Trade Theory|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
543|ECON|International Economics: Finance|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
550|ECON|Economic History|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
561|ECON|Industrial Organization|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
562|ECON|The Corporate Economy|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
563|ECON|Economics of Regulation|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
565|ECON|The Economics of Professional Sport|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
582|ECON|Economics of Personnel and Industrial Relations|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
593|ECON|Regional Economics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
595|ECON|Economics of Transportation and Communications|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
598|ECON|Advanced Topics in Economics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
599|ECON|Advanced Topics in Economics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/econ-dip.html
808|EDUC|Reporting Research (3 credits)|This course prepares students to report their research to various stakeholders of educational research, including funding agencies, other researchers, journal editors, policy makers, and the public. Students prepare various research-related documents, and provide peer reviews.Note: Students who have received credit for EDUC 800 may not take this course for credit.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/educ-phd.html
890|EDUC|Comprehensive Examination (12 credits)|EDUC 891 Doctoral Proposal (9 credits)EDUC 895 Doctoral Dissertation (48 credits)|https://www.concordia.ca/academics/graduate/calendar/current/fasc/educ-phd.html
891|EDUC|Doctoral Proposal (9 credits)|EDUC 891 Doctoral Proposal (9 credits)EDUC 895 Doctoral Dissertation (48 credits)|https://www.concordia.ca/academics/graduate/calendar/current/fasc/educ-phd.html
895|EDUC|Doctoral Dissertation (48 credits).|EDUC 891 Doctoral Proposal (9 credits)EDUC 895 Doctoral Dissertation (48 credits)|https://www.concordia.ca/academics/graduate/calendar/current/fasc/educ-phd.html
604|APLI|Applied Language Studies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/educ-phd.html
660|APLI|Research Methods I (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
634|APLI|Cross-Linguistic Influence|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
610|APLI|Teaching and Learning Second Language Vocabulary|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
616|APLI|Pedagogical Grammar|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
636|APLI|Language Awareness|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
625|APLI|Second Language Speaking and Listening|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
630|APLI|Second Language Syllabus Design and Curriculum Planning|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
635|APLI|Language Assessment|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
644|APLI|Technology in Language Learning|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
646|APLI|Literacy (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
647|APLI|Supervision of Practice Teaching|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
641|APLI|Research Methods II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
690|APLI|Thesis Proposal (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
691|APLI|Thesis (18 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
696|APLI|Research Paper (12 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
600|CHST|Advanced Child Development|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/apli-ma.html
603|CHST|Seminar: Issues in Child Studies|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/chst-ma.html
605|CHST|Quantitative Methods of Inquiry|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/chst-ma.html
606|CHST|Qualitative Methods of Inquiry|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/chst-ma.html
608|CHST|Field Observations|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/chst-ma.html
610|CHST|Applied Cognition and Learning|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/chst-ma.html
614|CHST|Social Processes|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/chst-ma.html
618|CHST|Childhood Settings|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/chst-ma.html
620|CHST|Children's Play: From Theory to Practice|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/chst-ma.html
622|CHST|The Family|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/chst-ma.html
